Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
1,164,908,Pending,2025-03-05
2,353,391,Cancelled,2025-03-11
3,626,492,Completed,2025-03-21
4,61,933,Cancelled,2025-03-04
5,345,229,Pending,2025-03-14
6,273,607,Cancelled,2025-03-02
7,735,256,Cancelled,2025-03-07
8,382,900,Pending,2025-03-05
9,278,807,Completed,2025-03-18
10,669,975,Completed,2025-03-06
11,290,118,Pending,2025-03-04
12,694,739,Completed,2025-03-01
13,951,959,Pending,2025-03-08
14,426,233,Cancelled,2025-03-08
15,684,97,Completed,2025-03-07
16,320,836,Cancelled,2025-03-07
17,465,588,Cancelled,2025-03-15
18,952,729,Completed,2025-03-09
19,798,399,Pending,2025-03-16
20,792,88,Completed,2025-03-07
21,281,493,Completed,2025-03-04
22,345,757,Pending,2025-03-09
23,674,526,Completed,2025-03-06
24,594,717,Pending,2025-03-15
25,371,10,Completed,2025-03-10
26,959,233,Cancelled,2025-03-21
27,58,487,Completed,2025-03-17
28,586,189,Pending,2025-03-19
29,812,769,Pending,2025-03-14
30,193,228,Pending,2025-03-07
31,937,546,Completed,2025-03-03
32,624,371,Cancelled,2025-03-17
33,905,386,Cancelled,2025-03-16
34,713,271,Pending,2025-03-18
35,190,93,Cancelled,2025-03-09
36,597,562,Pending,2025-03-16
37,832,920,Cancelled,2025-03-13
38,757,380,Cancelled,2025-03-18
39,58,923,Pending,2025-03-12
40,141,789,Pending,2025-03-10
41,415,336,Pending,2025-03-18
42,886,256,Pending,2025-03-07
43,611,306,Pending,2025-03-16
44,825,31,Pending,2025-03-09
45,457,569,Completed,2025-03-13
46,556,412,Cancelled,2025-03-12
47,746,48,Pending,2025-03-07
48,895,373,Pending,2025-03-09
49,190,678,Pending,2025-03-20
50,251,804,Pending,2025-03-19
51,543,255,Pending,2025-03-04
52,507,517,Cancelled,2025-03-15
53,37,449,Completed,2025-03-11
54,534,737,Cancelled,2025-03-06
55,438,601,Completed,2025-03-09
56,690,452,Completed,2025-03-17
57,225,295,Completed,2025-03-11
58,258,149,Completed,2025-03-13
59,797,371,Cancelled,2025-03-02
60,390,391,Pending,2025-03-16
61,990,550,Cancelled,2025-03-08
62,258,678,Pending,2025-03-17
63,119,279,Pending,2025-03-08
64,771,90,Completed,2025-03-17
65,424,532,Cancelled,2025-03-15
66,310,730,Cancelled,2025-03-11
67,486,817,Completed,2025-03-17
68,526,321,Pending,2025-03-02
69,321,45,Completed,2025-03-10
70,203,479,Completed,2025-03-19
71,538,897,Cancelled,2025-03-02
72,851,44,Completed,2025-03-04
73,708,222,Pending,2025-03-05
74,487,62,Cancelled,2025-03-02
75,909,161,Cancelled,2025-03-06
76,877,185,Completed,2025-03-13
77,65,324,Completed,2025-03-04
78,504,151,Completed,2025-03-15
79,188,795,Cancelled,2025-03-03
80,153,35,Pending,2025-03-21
81,964,876,Completed,2025-03-03
82,641,638,Pending,2025-03-09
83,805,695,Completed,2025-03-18
84,925,554,Pending,2025-03-09
85,197,624,Completed,2025-03-01
86,790,425,Cancelled,2025-03-02
87,829,918,Completed,2025-03-13
88,233,310,Completed,2025-03-03
89,912,632,Cancelled,2025-03-05
90,378,27,Completed,2025-03-04
91,251,373,Completed,2025-03-18
92,136,65,Pending,2025-03-07
93,600,129,Pending,2025-03-16
94,505,523,Cancelled,2025-03-19
95,673,352,Cancelled,2025-03-11
96,937,500,Completed,2025-03-17
97,381,802,Pending,2025-03-02
98,741,116,Cancelled,2025-03-13
99,101,995,Completed,2025-03-01
100,101,892,Pending,2025-03-19
101,16,654,Cancelled,2025-03-07
102,110,772,Completed,2025-03-16
103,463,423,Completed,2025-03-07
104,882,52,Completed,2025-03-05
105,89,619,Completed,2025-03-15
106,674,589,Cancelled,2025-03-06
107,374,467,Completed,2025-03-21
108,786,909,Pending,2025-03-08
109,696,923,Pending,2025-03-15
110,469,196,Pending,2025-03-01
111,214,723,Pending,2025-03-14
112,984,970,Pending,2025-03-04
113,913,855,Pending,2025-03-01
114,870,840,Completed,2025-03-06
115,663,957,Pending,2025-03-05
116,162,908,Pending,2025-03-16
117,864,384,Pending,2025-03-10
118,108,927,Cancelled,2025-03-07
119,56,75,Cancelled,2025-03-18
120,233,101,Pending,2025-03-10
121,460,560,Completed,2025-03-14
122,160,292,Cancelled,2025-03-15
123,715,529,Completed,2025-03-20
124,252,303,Cancelled,2025-03-20
125,765,329,Pending,2025-03-18
126,202,499,Completed,2025-03-11
127,463,865,Completed,2025-03-12
128,589,100,Cancelled,2025-03-10
129,318,555,Pending,2025-03-03
130,660,608,Cancelled,2025-03-13
131,640,184,Cancelled,2025-03-07
132,640,835,Cancelled,2025-03-06
133,109,866,Pending,2025-03-10
134,650,404,Pending,2025-03-18
135,256,12,Cancelled,2025-03-06
136,493,3,Pending,2025-03-16
137,46,548,Completed,2025-03-06
138,648,392,Cancelled,2025-03-02
139,668,831,Completed,2025-03-02
140,548,168,Completed,2025-03-18
141,149,985,Pending,2025-03-03
142,782,128,Cancelled,2025-03-16
143,9,936,Completed,2025-03-05
144,457,390,Cancelled,2025-03-12
145,114,695,Pending,2025-03-13
146,769,420,Completed,2025-03-08
147,795,462,Completed,2025-03-02
148,174,612,Completed,2025-03-10
149,909,763,Cancelled,2025-03-17
150,991,107,Cancelled,2025-03-03
151,359,419,Completed,2025-03-12
152,797,988,Pending,2025-03-06
153,582,58,Cancelled,2025-03-07
154,495,285,Pending,2025-03-20
155,413,272,Completed,2025-03-17
156,870,666,Completed,2025-03-16
157,557,600,Completed,2025-03-16
158,297,331,Cancelled,2025-03-15
159,496,420,Completed,2025-03-12
160,446,566,Completed,2025-03-19
161,579,901,Pending,2025-03-14
162,427,337,Completed,2025-03-15
163,67,302,Cancelled,2025-03-02
164,918,35,Pending,2025-03-04
165,616,254,Pending,2025-03-11
166,19,297,Completed,2025-03-03
167,873,63,Completed,2025-03-20
168,609,440,Completed,2025-03-01
169,188,353,Completed,2025-03-08
170,157,374,Pending,2025-03-05
171,290,134,Pending,2025-03-02
172,226,140,Cancelled,2025-03-21
173,504,390,Completed,2025-03-18
174,277,947,Cancelled,2025-03-03
175,813,745,Pending,2025-03-07
176,35,276,Cancelled,2025-03-12
177,425,96,Cancelled,2025-03-04
178,437,262,Cancelled,2025-03-05
179,787,339,Completed,2025-03-09
180,644,983,Pending,2025-03-05
181,465,996,Pending,2025-03-16
182,579,342,Pending,2025-03-19
183,879,382,Cancelled,2025-03-13
184,80,50,Cancelled,2025-03-02
185,486,585,Pending,2025-03-21
186,153,475,Pending,2025-03-11
187,381,344,Pending,2025-03-03
188,896,648,Pending,2025-03-11
189,152,45,Completed,2025-03-13
190,152,550,Pending,2025-03-20
191,206,448,Completed,2025-03-10
192,335,246,Completed,2025-03-02
193,670,601,Completed,2025-03-03
194,771,726,Cancelled,2025-03-15
195,40,294,Completed,2025-03-15
196,111,416,Completed,2025-03-20
197,418,324,Cancelled,2025-03-03
198,985,495,Completed,2025-03-04
199,913,439,Cancelled,2025-03-09
200,97,350,Completed,2025-03-08
201,671,94,Completed,2025-03-17
202,415,917,Cancelled,2025-03-18
203,179,949,Completed,2025-03-16
204,824,571,Pending,2025-03-18
205,915,531,Cancelled,2025-03-14
206,94,747,Completed,2025-03-06
207,937,398,Completed,2025-03-18
208,166,874,Pending,2025-03-09
209,893,594,Cancelled,2025-03-12
210,813,388,Pending,2025-03-11
211,406,787,Pending,2025-03-02
212,603,382,Completed,2025-03-08
213,227,631,Cancelled,2025-03-09
214,479,893,Pending,2025-03-07
215,33,762,Cancelled,2025-03-08
216,794,685,Pending,2025-03-17
217,998,590,Completed,2025-03-06
218,523,176,Pending,2025-03-06
219,488,255,Pending,2025-03-03
220,374,27,Cancelled,2025-03-02
221,837,745,Cancelled,2025-03-01
222,550,747,Pending,2025-03-14
223,486,407,Cancelled,2025-03-08
224,924,893,Cancelled,2025-03-01
225,217,850,Cancelled,2025-03-20
226,981,221,Completed,2025-03-10
227,925,480,Completed,2025-03-06
228,325,607,Pending,2025-03-10
229,69,407,Completed,2025-03-19
230,915,686,Pending,2025-03-20
231,208,281,Pending,2025-03-15
232,250,856,Cancelled,2025-03-17
233,922,858,Pending,2025-03-19
234,312,838,Pending,2025-03-17
235,135,529,Cancelled,2025-03-10
236,327,301,Completed,2025-03-13
237,507,112,Cancelled,2025-03-12
238,572,728,Cancelled,2025-03-20
239,589,4,Pending,2025-03-01
240,183,970,Completed,2025-03-14
241,558,103,Completed,2025-03-12
242,380,154,Cancelled,2025-03-06
243,69,98,Cancelled,2025-03-13
244,163,250,Cancelled,2025-03-11
245,725,701,Pending,2025-03-18
246,615,489,Completed,2025-03-10
247,861,138,Completed,2025-03-12
248,458,321,Pending,2025-03-09
249,810,541,Completed,2025-03-16
250,475,201,Cancelled,2025-03-19
251,832,926,Cancelled,2025-03-01
252,544,242,Completed,2025-03-20
253,323,863,Cancelled,2025-03-10
254,940,1,Completed,2025-03-04
255,256,438,Pending,2025-03-18
256,822,47,Completed,2025-03-19
257,191,555,Completed,2025-03-04
258,520,939,Cancelled,2025-03-03
259,467,517,Pending,2025-03-07
260,137,173,Pending,2025-03-05
261,602,735,Pending,2025-03-13
262,188,706,Completed,2025-03-16
263,22,800,Completed,2025-03-16
264,496,59,Cancelled,2025-03-03
265,92,103,Cancelled,2025-03-15
266,367,376,Completed,2025-03-02
267,518,382,Cancelled,2025-03-11
268,738,317,Pending,2025-03-16
269,73,880,Completed,2025-03-13
270,568,477,Completed,2025-03-17
271,160,442,Cancelled,2025-03-06
272,417,906,Cancelled,2025-03-18
273,870,172,Pending,2025-03-19
274,304,481,Pending,2025-03-15
275,906,849,Completed,2025-03-02
276,786,538,Completed,2025-03-16
277,766,109,Completed,2025-03-09
278,258,360,Pending,2025-03-14
279,531,808,Pending,2025-03-13
280,150,282,Cancelled,2025-03-01
281,483,718,Cancelled,2025-03-12
282,161,298,Cancelled,2025-03-14
283,97,102,Pending,2025-03-07
284,554,702,Pending,2025-03-19
285,387,213,Completed,2025-03-18
286,335,602,Pending,2025-03-18
287,952,42,Cancelled,2025-03-18
288,63,964,Completed,2025-03-19
289,573,86,Pending,2025-03-17
290,664,500,Cancelled,2025-03-08
291,886,375,Completed,2025-03-06
292,190,413,Completed,2025-03-13
293,721,837,Completed,2025-03-09
294,662,118,Pending,2025-03-18
295,25,493,Pending,2025-03-13
296,940,158,Cancelled,2025-03-07
297,494,454,Completed,2025-03-14
298,96,595,Cancelled,2025-03-19
299,911,319,Pending,2025-03-01
300,81,645,Pending,2025-03-14
301,489,287,Cancelled,2025-03-02
302,633,774,Pending,2025-03-03
303,358,66,Cancelled,2025-03-03
304,763,883,Pending,2025-03-12
305,464,759,Pending,2025-03-17
306,651,703,Pending,2025-03-05
307,610,34,Pending,2025-03-13
308,227,6,Completed,2025-03-17
309,6,514,Cancelled,2025-03-14
310,107,997,Cancelled,2025-03-08
311,294,187,Cancelled,2025-03-06
312,904,199,Completed,2025-03-08
313,143,880,Cancelled,2025-03-06
314,657,488,Cancelled,2025-03-19
315,254,854,Completed,2025-03-05
316,896,417,Completed,2025-03-10
317,747,660,Pending,2025-03-11
318,861,735,Completed,2025-03-04
319,888,345,Pending,2025-03-05
320,241,815,Completed,2025-03-12
321,116,267,Completed,2025-03-12
322,256,824,Cancelled,2025-03-05
323,670,104,Completed,2025-03-15
324,777,503,Completed,2025-03-03
325,49,586,Completed,2025-03-11
326,690,649,Pending,2025-03-14
327,853,983,Completed,2025-03-17
328,577,183,Completed,2025-03-06
329,419,323,Pending,2025-03-14
330,275,354,Completed,2025-03-01
331,585,262,Cancelled,2025-03-18
332,460,32,Completed,2025-03-03
333,332,368,Completed,2025-03-13
334,447,811,Cancelled,2025-03-18
335,453,643,Cancelled,2025-03-11
336,164,185,Cancelled,2025-03-17
337,405,756,Completed,2025-03-03
338,609,301,Pending,2025-03-21
339,52,497,Completed,2025-03-06
340,148,495,Completed,2025-03-10
341,386,473,Completed,2025-03-10
342,892,999,Cancelled,2025-03-11
343,553,62,Pending,2025-03-18
344,992,160,Cancelled,2025-03-10
345,223,440,Pending,2025-03-17
346,548,87,Pending,2025-03-15
347,564,283,Pending,2025-03-11
348,291,876,Cancelled,2025-03-07
349,262,245,Pending,2025-03-05
350,909,554,Completed,2025-03-19
351,528,936,Pending,2025-03-02
352,427,797,Completed,2025-03-19
353,730,258,Pending,2025-03-07
354,608,873,Pending,2025-03-09
355,398,880,Pending,2025-03-08
356,840,663,Cancelled,2025-03-17
357,536,704,Cancelled,2025-03-08
358,562,717,Completed,2025-03-09
359,107,531,Cancelled,2025-03-14
360,743,324,Cancelled,2025-03-08
361,882,809,Pending,2025-03-08
362,538,9,Cancelled,2025-03-02
363,687,131,Pending,2025-03-13
364,822,576,Completed,2025-03-10
365,207,152,Pending,2025-03-07
366,695,691,Pending,2025-03-02
367,262,688,Completed,2025-03-07
368,788,682,Pending,2025-03-16
369,84,105,Completed,2025-03-10
370,330,38,Cancelled,2025-03-14
371,677,658,Pending,2025-03-20
372,804,2,Cancelled,2025-03-03
373,866,420,Pending,2025-03-19
374,72,696,Pending,2025-03-10
375,342,908,Completed,2025-03-14
376,981,990,Pending,2025-03-15
377,901,190,Pending,2025-03-08
378,765,904,Completed,2025-03-08
379,271,249,Cancelled,2025-03-14
380,217,855,Pending,2025-03-11
381,926,96,Cancelled,2025-03-09
382,782,804,Cancelled,2025-03-20
383,920,673,Completed,2025-03-09
384,389,843,Completed,2025-03-05
385,594,494,Pending,2025-03-03
386,979,553,Cancelled,2025-03-04
387,94,547,Cancelled,2025-03-19
388,16,418,Completed,2025-03-05
389,151,965,Cancelled,2025-03-04
390,398,414,Completed,2025-03-10
391,807,950,Completed,2025-03-04
392,116,600,Completed,2025-03-08
393,390,684,Pending,2025-03-21
394,211,697,Pending,2025-03-05
395,681,785,Cancelled,2025-03-16
396,50,436,Completed,2025-03-16
397,45,435,Pending,2025-03-04
398,548,459,Pending,2025-03-06
399,947,241,Pending,2025-03-06
400,373,613,Completed,2025-03-15
401,174,595,Pending,2025-03-11
402,379,872,Pending,2025-03-08
403,141,693,Pending,2025-03-02
404,475,63,Cancelled,2025-03-12
405,548,858,Completed,2025-03-18
406,606,833,Pending,2025-03-05
407,722,935,Pending,2025-03-12
408,730,390,Pending,2025-03-08
409,995,159,Cancelled,2025-03-08
410,114,974,Cancelled,2025-03-01
411,525,406,Pending,2025-03-18
412,981,220,Cancelled,2025-03-03
413,88,791,Completed,2025-03-10
414,826,544,Cancelled,2025-03-08
415,485,144,Pending,2025-03-11
416,900,357,Cancelled,2025-03-12
417,716,972,Pending,2025-03-14
418,632,500,Cancelled,2025-03-01
419,221,869,Pending,2025-03-11
420,257,977,Cancelled,2025-03-11
421,572,173,Pending,2025-03-08
422,534,849,Completed,2025-03-12
423,915,344,Pending,2025-03-21
424,755,537,Cancelled,2025-03-02
425,797,237,Pending,2025-03-01
426,101,538,Completed,2025-03-18
427,412,811,Cancelled,2025-03-17
428,225,613,Completed,2025-03-07
429,528,299,Pending,2025-03-14
430,861,972,Pending,2025-03-03
431,115,679,Completed,2025-03-20
432,427,507,Pending,2025-03-15
433,245,6,Completed,2025-03-14
434,356,596,Completed,2025-03-15
435,129,531,Pending,2025-03-14
436,952,962,Completed,2025-03-13
437,230,628,Cancelled,2025-03-15
438,612,770,Pending,2025-03-18
439,480,432,Cancelled,2025-03-04
440,265,460,Cancelled,2025-03-14
441,968,483,Cancelled,2025-03-08
442,499,446,Cancelled,2025-03-19
443,879,124,Completed,2025-03-05
444,128,660,Cancelled,2025-03-11
445,602,485,Cancelled,2025-03-19
446,524,874,Cancelled,2025-03-10
447,801,616,Cancelled,2025-03-13
448,902,770,Cancelled,2025-03-17
449,865,493,Pending,2025-03-17
450,29,554,Cancelled,2025-03-20
451,683,216,Completed,2025-03-13
452,365,782,Cancelled,2025-03-18
453,531,468,Cancelled,2025-03-12
454,828,929,Completed,2025-03-20
455,984,665,Pending,2025-03-06
456,820,858,Pending,2025-03-02
457,79,508,Pending,2025-03-05
458,178,385,Completed,2025-03-10
459,329,74,Cancelled,2025-03-13
460,214,879,Completed,2025-03-05
461,492,322,Pending,2025-03-04
462,517,921,Completed,2025-03-05
463,615,269,Completed,2025-03-18
464,611,306,Completed,2025-03-01
465,632,266,Pending,2025-03-19
466,699,285,Pending,2025-03-21
467,216,353,Completed,2025-03-13
468,371,912,Completed,2025-03-17
469,404,565,Completed,2025-03-15
470,215,195,Cancelled,2025-03-20
471,11,337,Cancelled,2025-03-21
472,958,888,Pending,2025-03-04
473,593,258,Pending,2025-03-14
474,345,97,Cancelled,2025-03-02
475,260,901,Cancelled,2025-03-18
476,166,536,Pending,2025-03-03
477,65,301,Cancelled,2025-03-11
478,844,156,Cancelled,2025-03-02
479,216,923,Pending,2025-03-21
480,548,670,Pending,2025-03-17
481,144,423,Completed,2025-03-10
482,446,883,Completed,2025-03-10
483,674,223,Completed,2025-03-13
484,565,833,Cancelled,2025-03-14
485,321,505,Cancelled,2025-03-06
486,106,645,Cancelled,2025-03-04
487,654,968,Completed,2025-03-10
488,194,125,Pending,2025-03-18
489,969,99,Completed,2025-03-10
490,891,511,Pending,2025-03-09
491,1,574,Completed,2025-03-08
492,672,214,Pending,2025-03-10
493,74,294,Cancelled,2025-03-18
494,675,651,Cancelled,2025-03-18
495,665,878,Completed,2025-03-17
496,599,404,Pending,2025-03-20
497,606,269,Completed,2025-03-06
498,946,386,Pending,2025-03-16
499,921,77,Cancelled,2025-03-04
500,532,102,Completed,2025-03-17
501,202,671,Completed,2025-03-12
